"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/_includes/maria-db-config.md","10","see MariaDB upgrade best practices","../implementation-playbook/best-practices/maintenance/mariadb-upgrade.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/_includes/verify-secure-communication.md","64","Search engine configuration","../configuration/search/configure-search-engine.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/_includes/config-update-prod-system.md","16","`magento maintenance:enable`","../installation/tutorials/maintenance-mode.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/_includes/server-login.md","4","file system owner","../installation/prerequisites/file-system/overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","10","Installation","../configuration/bootstrap/initialization.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","11","Deployment methods","../configuration/deployment/overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","12","Caching options","../configuration/cache/caching-overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","13","Cron job management","../configuration/cron/custom-cron.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","14","Command-line usage","../configuration/cli/config-cli.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","15","Log customization","../configuration/logs/custom-logging.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","16","Security options","../configuration/security/overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","17","Search engine settings","../configuration/search/configure-search-engine.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/overview.md","18","Storage methods","../configuration/storage/memcached.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","17","Set the operation mode","../cli/set-mode.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","46","automatic code compilation","../cli/code-compiler.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","59","static view files deployment tool","../cli/static-view-file-deployment.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","61","command line","../cli/manage-cache.md#config-cli-subcommands-cache-en"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","73","custom maintenance page","../../upgrade/troubleshooting/maintenance-mode-options.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/application-modes.md","73","enable and disable maintenance mode","../../installation/tutorials/maintenance-mode.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/initialization.md","58","developer mode","../bootstrap/application-modes.md#developer-mode"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/initialization.md","75","developer mode","../bootstrap/application-modes.md#developer-mode"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/set-parameters.md","20","`magento deploy:mode:set {mode}`","../cli/set-mode.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/mage-directory.md","16","Set the value of bootstrap parameters","../bootstrap/set-parameters.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/mage-profiler.md","26","Set the value of bootstrap parameters","../bootstrap/set-parameters.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/bootstrap/mage-profiler.md","41","Dependency graphs","../../assets/configuration/depend-graphs.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish-install.md","29","Adobe Commerce supports","../../installation/system-requirements.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/use-multiple-varnish-cache.md","15","`magento setup:config:set`","../../installation/tutorials/deployment.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/use-multiple-varnish-cache.md","31","`magento cache:clean <type>`","../cli/manage-cache.md#clean-and-flush-cache-types"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/use-multiple-varnish-cache.md","31","file system owner","../../installation/prerequisites/file-system/overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/cache-types.md","13","cache type","../cli/manage-cache.md#clean-and-flush-cache-types"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/configure-varnish-commerce.md","43","Configure Commerce to use Varnish in the Admin","../../assets/configuration/varnish-admin-22.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/use-varnish-cache.md","55","`magento cache:clean <type>`","../cli/manage-cache.md#clean-and-flush-cache-types"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/use-varnish-cache.md","55","file system owner","../../installation/prerequisites/file-system/overview.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/static-content-signing.md","27","`setup:static-content:deploy`","../cli/static-view-file-deployment.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/static-content-signing.md","37","Static Files Settings","../../assets/configuration/static-files-settings.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","11","System requirements","../../installation/system-requirements.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","27","Basic Varnish diagram","../../assets/configuration/varnish-basic.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","33","`magento cache:clean`","../cli/manage-cache.md#clean-and-flush-cache-types"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","89","Admin","../cache/configure-varnish-commerce.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","111","The first time a request is made for a cacheable object, Varnish delivers it to the browser","../../assets/configuration/varnish-apache-first-visit.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","123","The next time the same object is requested, assets load from the local browser cache","../../assets/configuration/varnish-apache-second-visit.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","131","The ETag makes it easier to determine whether a static asset has changed or not","../../assets/configuration/varnish-etag.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish.md","137","The HTTP 304 (Not Modified) response code indicates the static asset in the local cache is the same as on the server","../../assets/configuration/varnish-304.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish-final.md","15","developer mode","../cli/set-mode.md#change-to-developer-mode"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish-final.md","52","Click the page you are viewing","../../assets/configuration/varnish-inspector.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish-server.md","196","`magento deploy:mode:set`","../cli/set-mode.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cache/config-varnish-server.md","200","`magento deploy:mode:set`","../cli/set-mode.md#change-to-developer-mode"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/secure-cron-php.md","20","Configure and run cron","../cli/configure-cron-jobs.md#run-cron-from-the-command-line"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/secure-cron-php.md","24","`magento cron:run`","../cli/configure-cron-jobs.md#run-cron-from-the-command-line"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/secure-cron-php.md","29","`magento cron:run`","../cli/configure-cron-jobs.md#run-cron-from-the-command-line"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/secure-cron-php.md","216","Authorizing cron using HTTP Basic","../../assets/configuration/cron-auth.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/secure-cron-php.md","308","Configure and run cron","../cli/configure-cron-jobs.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/password-hashing.md","29","Hash upgrade workflow","../../assets/configuration/hash-upgrade-algorithm.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/security/password-hashing.md","33","Hash upgrade strategy","../../assets/configuration/hash-upgrade-strategy.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/urn-highlighter.md","14","PhpStorm not configured to recognize URN","../../assets/configuration/urn-before.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/urn-highlighter.md","18","Enable IDE to recognize URN","../../assets/configuration/urn-after.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/urn-highlighter.md","22","PhpStorm configuration example","../../assets/configuration/urn-settings.png"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/common-cli-commands.md","30","`magento cache:{enable/disable/clean/flush/status}`","../cli/manage-cache.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/common-cli-commands.md","31","`magento indexer:{status/show-mode/set-mode/reindex/info/reset/show-dimensions-mode/set-dimensions-mode}`","../cli/manage-indexers.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/common-cli-commands.md","32","`magento cron:run`","../cli/configure-cron-jobs.md"
"/Users/meker/Src1/AdobeDocs/commerce-operations.en/help/configuration/cli/common-cli-commands.md","33","`magento setup:di:compile`","../cli/code-compiler.md"
